,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
4272,4549_01,Earth,False,E/298/S,TRAPPIST-1e,42.0,False,0.0,1.0,0.0,17.0,1601.0,Leria Woody,False
3529,3786_02,Mars,False,D/121/S,TRAPPIST-1e,42.0,False,913.0,4.0,1.0,1465.0,0.0,Quan Birt,False
7298,7806_01,Earth,False,F/1621/P,55 Cancri e,24.0,False,0.0,688.0,0.0,0.0,1.0,Wena Mirezavis,False
6257,6623_01,,True,B/218/P,55 Cancri e,38.0,False,,0.0,0.0,0.0,0.0,Saxinon Geraing,True
4614,4917_01,Europa,False,B/195/S,55 Cancri e,36.0,True,1.0,10029.0,1.0,1679.0,27.0,Brab Neceriont,True
4054,4334_01,Europa,True,A/53/S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Shamak Trupistic,True
82,0090_01,Earth,True,G/15/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True
8236,8797_01,Earth,False,F/1705/S,PSO J318.5-22,18.0,False,0.0,3.0,110.0,588.0,0.0,Julies Bradamss,False
8410,8988_04,Earth,True,G/1448/S,TRAPPIST-1e,5.0,False,0.0,0.0,,0.0,0.0,Joanry Malliamsey,False
3933,4199_01,Earth,False,F/787/S,TRAPPIST-1e,55.0,False,0.0,198.0,703.0,1.0,0.0,Milly Howenters,True
805,0850_01,Mars,True,E/62/S,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Koops Nan,True
6342,6708_05,Europa,True,A/67/P,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,Ashird Sysilstict,True
141,0163_01,Europa,True,B/8/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,True
6450,6810_04,,True,E/450/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Shex Knik,True
7321,7834_01,Earth,False,G/1269/S,TRAPPIST-1e,24.0,False,482.0,967.0,349.0,19.0,0.0,Monah Cardner,False
2254,2414_01,Europa,False,T/1/P,TRAPPIST-1e,42.0,False,0.0,1829.0,2.0,3133.0,2447.0,Mergak Headfair,False
5414,5780_03,Europa,True,B/195/P,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Betenar Ousious,True
3550,3814_01,Europa,True,D/129/P,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Etair Calazy,True
5154,5507_01,Mars,False,E/356/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Blakes Saf,False
7769,8294_01,Mars,True,E/543/S,TRAPPIST-1e,62.0,False,0.0,0.0,0.0,0.0,0.0,,True
4219,4496_01,Earth,False,F/924/P,55 Cancri e,20.0,False,0.0,3080.0,7.0,0.0,67.0,Frey Simsey,True
1417,1500_02,Earth,False,G/230/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Gerly Cooperkins,False
515,0552_01,Europa,True,C/21/S,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,Minkab Brathful,True
2825,3047_02,Mars,False,E/190/P,TRAPPIST-1e,16.0,False,995.0,0.0,6.0,48.0,0.0,Wafros Quart,False
3244,3486_01,Earth,False,F/656/S,TRAPPIST-1e,20.0,False,0.0,559.0,21.0,0.0,5.0,Mabela Whitersone,True
5295,5650_01,Earth,False,G/902/P,TRAPPIST-1e,24.0,False,56.0,22.0,285.0,1453.0,0.0,Elsane Coopezmaney,False
2169,2315_01,Europa,True,B/67/P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Murzima Singmage,True
8484,9069_02,Europa,True,B/297/P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,Hekab Brakeng,True
3022,3275_01,Earth,False,F/617/S,55 Cancri e,35.0,False,256.0,0.0,341.0,35.0,0.0,Darley Gibbsonton,True
577,0600_01,Europa,False,C/23/S,TRAPPIST-1e,24.0,False,0.0,3385.0,826.0,9.0,793.0,Muonon Ormler,True
6616,6980_01,,False,F/1331/S,TRAPPIST-1e,44.0,False,3.0,0.0,33.0,769.0,0.0,Stevey Reilline,True
3630,3903_05,Earth,False,F/804/P,TRAPPIST-1e,56.0,False,967.0,0.0,0.0,3.0,0.0,Tricky Doughan,False
4934,5258_01,Europa,False,C/204/S,TRAPPIST-1e,70.0,False,241.0,1065.0,0.0,2290.0,2.0,Alrair Taptiritty,True
8185,8751_01,Earth,False,F/1694/S,TRAPPIST-1e,24.0,False,0.0,0.0,124.0,4.0,471.0,Byront Weavesend,False
1739,1853_01,Earth,True,G/302/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Annez Webstenson,True
3298,3543_02,Europa,True,C/116/P,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Furudra Holatirint,True
7645,8157_06,Earth,False,G/1313/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Chadie Morelly,True
8232,8796_05,Earth,False,F/1704/S,TRAPPIST-1e,37.0,False,63.0,0.0,0.0,0.0,661.0,Berna Jorden,False
3217,3464_02,Earth,True,G/561/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Therek Hardsonerry,False
232,0248_01,Europa,False,C/10/S,TRAPPIST-1e,33.0,False,0.0,1.0,0.0,8620.0,1063.0,Genifi Spanxibus,False
8086,8641_01,Mars,False,F/1667/S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,Cint Mille,True
7651,8165_01,Mars,False,E/525/P,TRAPPIST-1e,,False,279.0,11.0,40.0,718.0,0.0,Labix One,False
3020,3274_02,Earth,False,G/533/P,55 Cancri e,16.0,False,1612.0,4.0,0.0,184.0,0.0,Sallyl Hahnstoneal,False
1355,1427_01,Mars,True,F/275/S,,46.0,False,0.0,0.0,,0.0,0.0,Jumars Pead,True
1462,1545_01,Mars,False,,TRAPPIST-1e,20.0,False,206.0,0.0,629.0,67.0,523.0,Hocks Fiha,True
1818,1941_01,Earth,False,F/370/S,TRAPPIST-1e,20.0,False,717.0,0.0,0.0,0.0,0.0,Man Hendrewsons,False
5520,5885_08,Earth,False,G/954/S,TRAPPIST-1e,25.0,False,0.0,0.0,892.0,0.0,0.0,Fayene Oneiles,True
7729,8248_02,Earth,False,G/1339/P,PSO J318.5-22,72.0,False,309.0,0.0,0.0,0.0,463.0,Netty Casez,False
3371,3625_01,Earth,False,E/216/P,TRAPPIST-1e,37.0,False,0.0,559.0,366.0,0.0,62.0,Clarry Sterreray,True
820,0873_01,Earth,False,F/180/P,TRAPPIST-1e,16.0,False,,0.0,32.0,2529.0,92.0,Garyan Franton,False
886,0951_01,Earth,True,G/144/S,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,Done Lunapperts,True
4489,4774_04,Mars,True,F/972/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Gicks Perty,True
5878,6225_01,Earth,False,G/1007/P,TRAPPIST-1e,20.0,False,1.0,0.0,0.0,32.0,875.0,Lelah Deckerson,False
5876,6224_01,Earth,False,F/1191/S,TRAPPIST-1e,16.0,False,0.0,0.0,60.0,0.0,1963.0,Loree Rodger,False
8158,8722_01,Mars,True,E/558/P,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,Cherry Pine,False
6890,7297_01,Earth,False,G/1188/S,TRAPPIST-1e,40.0,False,678.0,0.0,229.0,0.0,0.0,,False
2791,3013_01,,False,F/629/P,TRAPPIST-1e,13.0,False,,256.0,0.0,207.0,409.0,Morrie Moongton,False
4572,4874_01,Mars,False,F/925/S,TRAPPIST-1e,32.0,False,654.0,0.0,655.0,0.0,0.0,Gech Cusa,True
6348,6718_02,Earth,True,G/1088/P,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Timmy Mcfaddoxter,False
4552,4842_01,Mars,False,D/152/S,TRAPPIST-1e,23.0,False,2260.0,0.0,152.0,106.0,60.0,Panzel Meate,False
4204,4482_02,Earth,False,G/732/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Idave Anthompson,True
1883,2009_03,Europa,True,B/59/P,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Gluebah Contery,True
762,0799_01,Europa,False,A/6/P,55 Cancri e,,False,0.0,3462.0,5.0,1590.0,4.0,Genibah Presstic,False
2198,2353_01,Earth,False,G/380/S,TRAPPIST-1e,30.0,False,27.0,5412.0,86.0,,0.0,Janney Morgerson,True
4885,5207_02,Earth,False,F/998/S,TRAPPIST-1e,31.0,False,1364.0,0.0,0.0,0.0,21.0,Rossie Chanan,False
5401,5768_01,Europa,True,B/193/P,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Gatrino Cattle,True
2319,2502_01,Earth,False,G/404/S,TRAPPIST-1e,24.0,False,873.0,12.0,1.0,0.0,3.0,Karlie Beckerson,False
4107,4386_02,Europa,False,B/170/S,TRAPPIST-1e,51.0,False,0.0,16455.0,885.0,0.0,363.0,Thaldah Conachets,True
1138,1208_01,Earth,False,G/178/P,TRAPPIST-1e,23.0,False,,0.0,6.0,30.0,200.0,Arllia Blainson,False
3692,3966_02,Earth,False,G/649/P,TRAPPIST-1e,27.0,False,0.0,0.0,1020.0,0.0,,Fanna Kerristicey,True
5106,5457_01,Earth,False,F/1129/P,TRAPPIST-1e,39.0,False,0.0,1.0,0.0,739.0,0.0,Elson Horners,False
7091,7553_01,Earth,False,F/1444/S,PSO J318.5-22,19.0,False,10.0,24.0,0.0,0.0,565.0,Walla Bushafford,False
8510,9081_04,Earth,False,G/1476/P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,,True
6470,6827_02,Europa,True,A/84/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Coxaton Listive,True
4768,5090_01,Earth,,G/821/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,,False
6951,7379_01,Earth,False,F/1416/S,TRAPPIST-1e,20.0,False,9.0,0.0,1540.0,0.0,0.0,Annard Bryants,False
1944,2083_01,Earth,False,F/407/S,TRAPPIST-1e,24.0,False,121.0,20.0,0.0,68.0,506.0,Wen Gibbsonton,False
1905,2041_01,Earth,True,G/327/P,TRAPPIST-1e,64.0,False,,0.0,0.0,0.0,0.0,Pattin Weavesend,True
2025,2163_01,Earth,False,G/349/P,TRAPPIST-1e,27.0,False,0.0,0.0,6.0,745.0,22.0,Adanne Mosepherry,False
7519,8042_01,,True,G/1299/P,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,Mathy Shephendry,False
3741,4005_06,Earth,False,F/829/P,PSO J318.5-22,16.0,False,4.0,0.0,2278.0,2.0,0.0,Son River,True
5349,5714_05,Earth,True,G/916/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Robyna Hamcmahon,True
588,0611_01,Earth,True,G/90/S,PSO J318.5-22,31.0,False,0.0,0.0,0.0,0.0,0.0,Paulas Klinson,True
4796,5120_01,Mars,False,E/320/P,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Flams Bate,False
4014,4278_01,Europa,False,C/154/S,TRAPPIST-1e,32.0,False,401.0,3724.0,5.0,422.0,62.0,Auvara Mander,True
77,0082_03,Mars,False,F/16/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,,True
2638,2822_01,,True,G/450/S,55 Cancri e,3.0,False,0.0,0.0,,0.0,0.0,Patsya Harverez,True
8089,8642_01,Earth,False,F/1774/P,PSO J318.5-22,20.0,False,0.0,4.0,0.0,0.0,625.0,Yolace Berreranks,False
3469,3734_01,Earth,True,G/606/P,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,Mollen Bairdford,True
3785,4042_01,Europa,False,A/46/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,,Mesatz Stewder,True
2362,2546_01,Earth,False,F/491/S,TRAPPIST-1e,36.0,False,548.0,179.0,24.0,0.0,77.0,Etha Shawatson,False
4215,4491_01,Europa,False,B/148/P,TRAPPIST-1e,36.0,False,0.0,1013.0,1.0,16.0,2825.0,Solark Filerst,False
2248,2409_01,Earth,False,F/492/P,55 Cancri e,22.0,False,292.0,395.0,0.0,0.0,3.0,Briam Pottonalden,False
3556,3821_01,Earth,False,,PSO J318.5-22,,False,0.0,2.0,0.0,0.0,867.0,Violan Mcphernard,False
8485,9069_03,Europa,True,,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Bath Brakeng,True
8373,8956_03,Earth,False,G/1453/P,PSO J318.5-22,24.0,False,0.0,0.0,40.0,0.0,575.0,Sallyl Bonnondry,False
5492,5859_01,Earth,False,E/371/P,,23.0,False,0.0,456.0,2624.0,912.0,8.0,Leene Griffince,True
4746,5063_01,Earth,False,G/830/S,TRAPPIST-1e,18.0,False,,794.0,16.0,0.0,0.0,Kennie Solinez,True
6475,6829_03,Earth,True,G/1109/P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Enryn Hubbarrison,False
6804,7187_01,Earth,True,G/1158/P,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,Agnesa Olshaffey,True
5729,6069_01,Mars,False,D/185/S,55 Cancri e,15.0,False,3811.0,0.0,109.0,236.0,0.0,Hers Buthe,False
3245,3487_01,Europa,False,A/39/S,55 Cancri e,46.0,False,0.0,0.0,0.0,1529.0,3069.0,Alphah Neceriont,False
7075,7529_01,Earth,True,G/1221/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Harrie Combson,True
2908,3145_01,Mars,True,F/652/P,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,Spies Gency,True
3230,3475_02,Europa,False,C/126/S,TRAPPIST-1e,33.0,False,0.0,590.0,,3.0,6569.0,Caphirk Spoilling,False
2879,3113_02,Mars,True,D/96/P,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0,Eloos Lake,True
215,0225_01,Earth,True,G/38/P,PSO J318.5-22,58.0,False,0.0,0.0,0.0,0.0,0.0,Carly Hortis,True
5683,6030_04,Earth,False,G/981/S,TRAPPIST-1e,30.0,False,0.0,0.0,47.0,703.0,4.0,Fanne Steinardson,True
5327,5693_01,Earth,False,F/1087/S,TRAPPIST-1e,45.0,False,0.0,0.0,2332.0,84.0,0.0,Hellia Blacks,True
3819,4081_01,Earth,False,G/668/P,55 Cancri e,50.0,False,451.0,132.0,195.0,31.0,0.0,Patoya Penashley,False
392,0433_01,Europa,,B/20/P,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Hekark Mormonized,True
27,0022_01,Mars,False,D/0/P,TRAPPIST-1e,21.0,False,980.0,2.0,69.0,0.0,0.0,,False
6104,6446_02,Earth,True,G/1047/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Nelley Yatters,True
752,0789_03,Europa,True,A/8/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Zaninon Frolestty,True
1810,1931_01,Europa,True,C/73/S,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0,Kumark Dressink,True
6115,6452_03,Earth,True,G/1044/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Racyle Woodwardy,True
478,0515_01,Europa,True,B/20/S,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,Alramix Swinvul,True
6393,6754_01,Europa,False,C/250/S,TRAPPIST-1e,25.0,True,0.0,4209.0,0.0,2.0,896.0,Marin Gealably,True
7643,8157_04,Earth,True,G/1313/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Wine Morelly,True
909,0983_01,Earth,True,G/149/S,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Teremy Wiggs,True
5126,5475_01,Earth,False,F/1134/P,TRAPPIST-1e,43.0,False,0.0,0.0,1.0,,0.0,Stelle Lowelliott,False
8196,8762_01,Earth,False,G/1410/S,TRAPPIST-1e,30.0,False,32.0,180.0,497.0,0.0,99.0,Benry Cardner,True
6301,6668_01,Earth,False,G/1089/S,TRAPPIST-1e,68.0,False,0.0,0.0,649.0,0.0,239.0,,True
1558,1653_01,Europa,False,A/19/S,,47.0,False,4.0,1303.0,830.0,774.0,2.0,Phernar Oderient,False
5100,5450_01,Earth,True,G/877/P,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,Samany Keithunts,True
6771,7152_01,Earth,False,G/1167/S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Diandi Domington,True
2485,2666_01,Mars,True,E/184/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Rank Curle,False
7451,7973_01,,True,C/297/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Batan Drelcate,True
2151,2306_02,Europa,False,C/82/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Gomeron Colensid,True
7781,8307_01,Europa,False,A/100/S,55 Cancri e,27.0,True,0.0,1337.0,1929.0,0.0,0.0,Porrimp Unkcal,True
2180,2333_01,Mars,False,E/137/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Igrish Fiha,False
2331,2512_01,Europa,False,C/91/S,55 Cancri e,33.0,False,0.0,8759.0,0.0,2788.0,4513.0,Sabiton Parymider,False
6939,7361_01,Europa,True,C/239/P,55 Cancri e,23.0,,0.0,0.0,0.0,0.0,0.0,Gieba Rodwative,True
563,0589_01,Earth,False,E/35/P,TRAPPIST-1e,23.0,False,234.0,1.0,551.0,0.0,1.0,Maya Hardley,False
7972,8522_01,Earth,False,F/1751/P,TRAPPIST-1e,27.0,False,3.0,,10.0,4.0,855.0,Ianna Quinnerettt,True
6171,6513_01,Mars,False,F/1244/S,TRAPPIST-1e,20.0,False,57.0,0.0,1185.0,0.0,0.0,Cuses Pread,False
5017,5360_01,Mars,True,F/1100/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Morms Nake,True
4195,4474_01,Earth,True,G/730/S,TRAPPIST-1e,2.0,False,,0.0,0.0,0.0,0.0,Helley Tuckers,True
969,1027_04,Mars,False,F/211/P,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Trine Dal,True
5308,5673_01,Earth,False,F/1083/S,TRAPPIST-1e,29.0,False,286.0,545.0,,0.0,0.0,Pattin Bradlerson,True
5009,5353_01,Europa,True,B/205/S,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Ranan Reelest,True
6788,7170_01,Earth,True,G/1154/P,PSO J318.5-22,31.0,False,0.0,0.0,0.0,0.0,0.0,Hellia Peckerson,False
6251,6616_01,Earth,False,F/1377/P,TRAPPIST-1e,20.0,False,2532.0,1.0,0.0,59.0,10.0,Janita Webstephrey,True
4176,4457_01,Earth,False,F/917/P,TRAPPIST-1e,24.0,False,698.0,0.0,51.0,2.0,4.0,Milyn Nguerrettye,True
5402,5768_02,Europa,True,B/193/P,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Izarfik Cattle,True
4819,5140_01,Earth,True,G/840/S,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,Elancy Pughanders,True
6505,6864_02,Europa,True,A/71/P,55 Cancri e,25.0,,0.0,0.0,0.0,0.0,0.0,Phamark Scoudelle,True
6413,6774_03,Earth,False,F/1408/P,TRAPPIST-1e,33.0,False,0.0,0.0,704.0,0.0,0.0,Tancis Steinardson,False
7453,7974_02,Europa,False,C/259/P,TRAPPIST-1e,,False,0.0,36.0,89.0,948.0,927.0,Ionon Geatenth,False
5123,5471_01,Earth,False,G/877/S,TRAPPIST-1e,57.0,False,685.0,,0.0,0.0,,Jeanie Loway,False
4693,5006_01,Europa,True,B/166/P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Kochard Stingive,True
3386,3644_01,Mars,True,F/686/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Carde Bun,True
4102,4373_01,Earth,False,F/822/S,PSO J318.5-22,36.0,False,735.0,0.0,2.0,0.0,0.0,Russey Mejiarkerox,False
5157,5510_01,Earth,True,G/887/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Stance Ingston,True
5545,5909_03,Earth,True,G/961/S,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,Holey Fryan,True
5958,6319_01,Earth,False,G/1019/P,TRAPPIST-1e,65.0,False,458.0,0.0,555.0,0.0,0.0,Pristy Hammonton,False
6058,6405_03,Earth,True,G/1039/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Andary Toddleton,True
997,1060_01,Earth,False,G/166/S,TRAPPIST-1e,57.0,False,,20.0,157.0,21.0,689.0,Willip Clayson,False
3227,3474_03,Europa,True,B/110/P,55 Cancri e,59.0,False,0.0,0.0,0.0,0.0,0.0,Syrmino Pasharne,True
8180,8741_03,Europa,False,A/91/P,TRAPPIST-1e,49.0,False,4.0,44.0,1401.0,1043.0,0.0,Hyaduma Stichseary,False
1017,1085_01,Earth,,G/165/P,TRAPPIST-1e,54.0,,0.0,0.0,0.0,0.0,0.0,Troyce Wagnerray,False
7348,7863_01,Earth,False,F/1505/S,TRAPPIST-1e,17.0,False,99.0,516.0,1967.0,0.0,6.0,Tine Popelacruz,True
7652,8167_01,Earth,True,G/1315/S,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,Kendy Foxter,True
653,0684_02,Mars,False,F/145/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Trohs Conie,True
8602,9180_01,Mars,False,F/1774/S,TRAPPIST-1e,37.0,False,148.0,0.0,684.0,1446.0,88.0,Chal Emone,False
5563,5927_04,Europa,,B/201/P,55 Cancri e,49.0,False,0.0,1264.0,0.0,5474.0,104.0,Alcoran Sysilstict,False
8502,9077_01,Earth,False,F/1856/P,55 Cancri e,22.0,False,23.0,100.0,1353.0,0.0,0.0,Kimmie Sawyerson,True
4144,4427_02,Europa,False,D/141/S,TRAPPIST-1e,31.0,False,0.0,46.0,0.0,209.0,2908.0,Cheleon Dedentive,False
4414,4689_01,Europa,False,C/182/S,TRAPPIST-1e,28.0,True,0.0,3119.0,0.0,1404.0,366.0,Stra Persoffly,True
919,0987_01,Earth,False,F/204/P,TRAPPIST-1e,16.0,False,3.0,0.0,35.0,150.0,478.0,Fayen Norrison,False
5684,6030_05,Earth,True,G/981/S,TRAPPIST-1e,15.0,False,0.0,0.0,,0.0,0.0,Mollen Ellson,True
3400,3658_01,Earth,True,G/593/S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Kelle Daughttley,True
1609,1709_02,Mars,False,D/61/S,TRAPPIST-1e,23.0,False,2210.0,0.0,89.0,0.0,0.0,Bet Minen,True
2788,3009_01,Mars,True,E/185/P,PSO J318.5-22,55.0,False,0.0,0.0,0.0,0.0,0.0,Blakes Chcak,True
2715,2908_02,,False,F/553/S,TRAPPIST-1e,13.0,False,649.0,2.0,0.0,124.0,143.0,Benda Berreranks,False
1950,2087_01,Earth,False,F/408/S,TRAPPIST-1e,54.0,False,0.0,0.0,872.0,0.0,1.0,Olliey Brownings,True
3133,3383_01,Earth,False,F/698/P,55 Cancri e,35.0,False,1.0,0.0,37.0,719.0,0.0,Benry Farleyatton,False
2926,3172_01,,False,F/659/P,TRAPPIST-1e,26.0,False,0.0,0.0,1352.0,5.0,0.0,Allena Sellahaney,False
7612,8130_03,Earth,True,G/1308/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Ferry Mcbriddley,False
4436,4714_01,Earth,True,G/765/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Roydo Mayson,False
8632,9208_02,Earth,False,F/1782/S,TRAPPIST-1e,40.0,False,757.0,40.0,4.0,2.0,0.0,Blancy Shieldson,False
3738,4005_03,Earth,False,G/657/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Cliney Castannison,False
3236,3478_01,Europa,False,B/111/P,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,Aldun Ricete,False
3798,4055_01,Earth,False,F/836/P,TRAPPIST-1e,21.0,False,3.0,34.0,600.0,0.0,8.0,Milda Mirandry,False
8514,9081_08,Earth,True,G/1476/P,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,Virgie Clemondsey,True
7339,7853_01,,False,F/1502/S,TRAPPIST-1e,42.0,False,1227.0,773.0,14.0,0.0,0.0,Gran Chpie,False
6536,6900_01,Earth,True,G/1123/S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Kyley Hendrys,True
7057,7510_01,Mars,False,F/1435/S,55 Cancri e,18.0,False,1092.0,0.0,208.0,150.0,0.0,Pars Horte,False
3265,3501_01,Mars,False,,TRAPPIST-1e,32.0,False,1272.0,0.0,1103.0,9.0,0.0,Swaffs Paste,False
1215,1293_01,Earth,False,F/261/P,TRAPPIST-1e,20.0,False,213.0,0.0,,0.0,584.0,Elany Bertsontry,False
6752,7126_01,Earth,False,F/1366/S,,29.0,False,3.0,0.0,664.0,683.0,34.0,Ivaney Giller,False
7181,7669_01,Earth,False,G/1230/P,TRAPPIST-1e,24.0,False,,636.0,136.0,37.0,0.0,Philda Whiters,False
5062,5414_01,Earth,False,G/872/P,PSO J318.5-22,16.0,False,481.0,0.0,166.0,0.0,122.0,Leen Buckentry,False
3056,3300_01,Mars,True,F/688/P,,38.0,False,0.0,0.0,0.0,0.0,0.0,Fis Fla,True
518,0555_01,Europa,True,C/20/P,55 Cancri e,61.0,False,0.0,0.0,0.0,0.0,0.0,Alraixa Graciansus,True
1724,1831_01,Earth,True,G/288/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,,Almary Gordanieves,False
7483,8006_01,Earth,False,F/1529/S,TRAPPIST-1e,22.0,False,0.0,1145.0,0.0,0.0,371.0,Lilace Morrencis,False
2342,2522_01,Mars,True,F/520/P,TRAPPIST-1e,20.0,,0.0,0.0,0.0,0.0,0.0,Guits Crité,True
3301,3547_01,Mars,False,D/112/S,55 Cancri e,21.0,False,1099.0,,1820.0,0.0,0.0,Smarve Canie,False
4862,5188_01,Earth,False,G/838/P,TRAPPIST-1e,34.0,False,0.0,160.0,0.0,611.0,44.0,Chesty Bootez,False
1375,1450_02,Europa,False,D/53/S,55 Cancri e,30.0,False,0.0,138.0,0.0,5467.0,112.0,Cella Ailled,False
5264,5616_01,Earth,False,F/1073/S,PSO J318.5-22,25.0,False,458.0,240.0,0.0,239.0,0.0,Yolace Fryersonis,True
4570,4871_01,Earth,False,F/990/P,PSO J318.5-22,13.0,False,0.0,611.0,0.0,0.0,0.0,Anniey Mccarry,False
2954,3203_01,Earth,True,G/506/S,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Karley Hopez,False
7156,7634_01,Earth,True,G/1239/S,,27.0,False,0.0,0.0,0.0,0.0,0.0,Johna Byerry,True
7947,8486_01,Earth,True,G/1360/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,France Anthompson,True
2886,3120_02,Mars,False,E/204/S,TRAPPIST-1e,31.0,False,691.0,3.0,68.0,286.0,0.0,Aps Rhuba,False
268,0291_01,Europa,False,D/10/S,TRAPPIST-1e,40.0,False,0.0,6500.0,88.0,1090.0,0.0,Castab Brakeril,True
